id,kind,category,material,default_zone,rarity_tag,profile
Prototype_Rock_Concrete_Brick_Roof,item,item_misc,,1,common,misc
Prototype_Rock_Concrete_Brick_Roof_Shallow,item,item_misc,,1,common,misc
Prototype_Rock_Concrete_Brick_Roof_Steep,item,item_misc,,1,common,misc
Prototype_Rock_Concrete_Brick_Wall,item,item_misc,,1,common,misc
Prototype_Softwood_Roof_Gutter_Slope,item,item_misc,,1,common,misc
Recipe_Book_Magic_Air,item,item_misc,,1,common,misc
Recipe_Book_Magic_Void,item,item_misc,,1,common,misc
Recipe_Food_Pie_Apple,item,crop_item,,1,common,crop
Recipe_Food_Pie_Meat,item,item_misc,,1,common,misc
Recipe_Food_Pie_Pumpkin,item,item_misc,,1,common,misc
Recipe_Food_Salad_Caesar,item,item_misc,,1,common,misc
Recipe_Plant_Seeds_Health1,item,seed_item,,1,common,seed
Recipe_Plant_Seeds_Health2,item,seed_item,,1,common,seed
Recipe_Plant_Seeds_Health3,item,seed_item,,1,common,seed
Recipe_Plant_Seeds_Mana1,item,seed_item,,1,common,seed
Recipe_Plant_Seeds_Mana2,item,seed_item,,1,common,seed
Recipe_Plant_Seeds_Mana3,item,seed_item,,1,common,seed
Recipe_Plant_Seeds_Stamina1,item,seed_item,,1,common,seed
Recipe_Plant_Seeds_Stamina2,item,seed_item,,1,common,seed
Recipe_Plant_Seeds_Stamina3,item,seed_item,,1,common,seed
Rock_Aqua_Brick_Pillar_Base,item,item_misc,,1,common,misc
Rock_Aqua_Brick_Roof,item,item_misc,,1,common,misc
Rock_Aqua_Brick_Roof_Shallow,item,item_misc,,1,common,misc
Rock_Aqua_Brick_Roof_Steep,item,item_misc,,1,common,misc
Rock_Aqua_Brick_Stairs,item,item_misc,,1,common,misc
Rock_Aqua_Brick_Wall,item,item_misc,,1,common,misc
Rock_Aqua_Cobble,item,item_misc,,1,common,misc
Rock_Aqua_Cobble_Beam,item,item_misc,,1,common,misc
Rock_Aqua_Cobble_Half,item,item_misc,,1,common,misc
Rock_Aqua_Cobble_Roof,item,item_misc,,1,common,misc
Rock_Aqua_Cobble_Roof_Flat,item,item_misc,,1,common,misc
Rock_Aqua_Cobble_Roof_Hollow,item,item_misc,,1,common,misc
Rock_Aqua_Cobble_Roof_Shallow,item,item_misc,,1,common,misc
Rock_Aqua_Cobble_Roof_Steep,item,item_misc,,1,common,misc
Rock_Aqua_Cobble_Stairs,item,item_misc,,1,common,misc
Rock_Aqua_Cobble_Wall,item,item_misc,,1,common,misc
Rock_Basalt_Brick_Roof,item,item_misc,,1,common,misc
Rock_Basalt_Brick_Roof_Shallow,item,item_misc,,1,common,misc
Rock_Basalt_Brick_Roof_Steep,item,item_misc,,1,common,misc
Rock_Basalt_Brick_Stairs,item,item_misc,,1,common,misc
Rock_Basalt_Brick_Wall,item,item_misc,,1,common,misc
Rock_Basalt_Cobble,item,item_misc,,1,common,misc
Rock_Basalt_Cobble_Beam,item,item_misc,,1,common,misc
Rock_Basalt_Cobble_Half,item,item_misc,,1,common,misc
Rock_Basalt_Cobble_Roof,item,item_misc,,1,common,misc
Rock_Basalt_Cobble_Roof_Flat,item,item_misc,,1,common,misc
Rock_Basalt_Cobble_Roof_Hollow,item,item_misc,,1,common,misc
Rock_Basalt_Cobble_Roof_Shallow,item,item_misc,,1,common,misc
Rock_Basalt_Cobble_Roof_Steep,item,item_misc,,1,common,misc
Rock_Basalt_Cobble_Stairs,item,item_misc,,1,common,misc
Rock_Basalt_Cobble_Wall,item,item_misc,,1,common,misc
Rock_Calcite,item,item_misc,,1,common,misc
Rock_Calcite_Brick_Roof,item,item_misc,,1,common,misc
Rock_Calcite_Brick_Roof_Shallow,item,item_misc,,1,common,misc
Rock_Calcite_Brick_Roof_Steep,item,item_misc,,1,common,misc
Rock_Calcite_Brick_Stairs,item,item_misc,,1,common,misc
Rock_Calcite_Brick_Wall,item,item_misc,,1,common,misc
Rock_Calcite_Cobble,item,item_misc,,1,common,misc
Rock_Calcite_Cobble_Beam,item,item_misc,,1,common,misc
Rock_Calcite_Cobble_Half,item,item_misc,,1,common,misc
Rock_Calcite_Cobble_Roof,item,item_misc,,1,common,misc
Rock_Calcite_Cobble_Roof_Flat,item,item_misc,,1,common,misc
Rock_Calcite_Cobble_Roof_Hollow,item,item_misc,,1,common,misc
Rock_Calcite_Cobble_Roof_Shallow,item,item_misc,,1,common,misc
Rock_Calcite_Cobble_Roof_Steep,item,item_misc,,1,common,misc
Rock_Calcite_Cobble_Stairs,item,item_misc,,1,common,misc
Rock_Calcite_Cobble_Wall,item,item_misc,,1,common,misc
Rock_Chalk,item,item_misc,,1,common,misc
Rock_Chalk_Brick_Wall,item,item_misc,,1,common,misc
Rock_Crystal_Pink_Block,item,item_misc,,1,common,misc
Rock_Gem_Diamond,item,item_misc,,1,common,misc
Rock_Gem_Emerald,item,item_misc,,1,common,misc
Rock_Gem_Ruby,item,item_misc,,1,common,misc
Rock_Gem_Sapphire,item,item_misc,,1,common,misc
Rock_Gold_Brick_Roof,item,item_misc,gold,1,common,misc
Rock_Gold_Brick_Roof_Shallow,item,item_misc,gold,1,common,misc
Rock_Gold_Brick_Roof_Steep,item,item_misc,gold,1,common,misc
Rock_Gold_Brick_Wall,item,item_misc,gold,1,common,misc
Rock_Ice,item,item_misc,,1,common,misc
Rock_Ice_Permafrost,item,item_misc,,1,common,misc
Rock_Ledge_Brick_Wall,item,item_misc,,1,common,misc
Rock_Ledge_Cobble_Wall,item,item_misc,,1,common,misc
Rock_Lime_Brick_Wall,item,item_misc,,1,common,misc
Rock_Lime_Cobble_Wall,item,item_misc,,1,common,misc
Rock_Magma_Cooled,item,item_misc,,1,common,misc
Rock_Marble,item,item_misc,,1,common,misc
Rock_Marble_Brick_Roof,item,item_misc,,1,common,misc
Rock_Marble_Brick_Roof_Shallow,item,item_misc,,1,common,misc
Rock_Marble_Brick_Roof_Steep,item,item_misc,,1,common,misc
Rock_Marble_Brick_Stairs,item,item_misc,,1,common,misc
Rock_Marble_Brick_Wall,item,item_misc,,1,common,misc
Rock_Marble_Cobble,item,item_misc,,1,common,misc
Rock_Marble_Cobble_Beam,item,item_misc,,1,common,misc
Rock_Marble_Cobble_Half,item,item_misc,,1,common,misc
Rock_Marble_Cobble_Roof,item,item_misc,,1,common,misc
Rock_Marble_Cobble_Roof_Flat,item,item_misc,,1,common,misc
Rock_Marble_Cobble_Roof_Hollow,item,item_misc,,1,common,misc
Rock_Marble_Cobble_Roof_Shallow,item,item_misc,,1,common,misc
Rock_Marble_Cobble_Roof_Steep,item,item_misc,,1,common,misc
Rock_Marble_Cobble_Stairs,item,item_misc,,1,common,misc
Rock_Marble_Cobble_Wall,item,item_misc,,1,common,misc
Rock_Peach_Brick_Wall,item,item_misc,,1,common,misc
Rock_Peach_Cobble_Wall,item,item_misc,,1,common,misc
Rock_Quartzite,item,item_misc,,1,common,misc
Rock_Quartzite_Brick_Roof,item,item_misc,,1,common,misc
Rock_Quartzite_Brick_Roof_Shallow,item,item_misc,,1,common,misc
Rock_Quartzite_Brick_Roof_Steep,item,item_misc,,1,common,misc
Rock_Quartzite_Brick_Stairs,item,item_misc,,1,common,misc
Rock_Quartzite_Brick_Wall,item,item_misc,,1,common,misc
Rock_Quartzite_Cobble,item,item_misc,,1,common,misc
Rock_Quartzite_Cobble_Beam,item,item_misc,,1,common,misc
Rock_Quartzite_Cobble_Half,item,item_misc,,1,common,misc
Rock_Quartzite_Cobble_Roof,item,item_misc,,1,common,misc
Rock_Quartzite_Cobble_Roof_Flat,item,item_misc,,1,common,misc
Rock_Quartzite_Cobble_Roof_Hollow,item,item_misc,,1,common,misc
Rock_Quartzite_Cobble_Roof_Shallow,item,item_misc,,1,common,misc
Rock_Quartzite_Cobble_Roof_Steep,item,item_misc,,1,common,misc
Rock_Quartzite_Cobble_Stairs,item,item_misc,,1,common,misc
Rock_Quartzite_Cobble_Wall,item,item_misc,,1,common,misc
Rock_Runic_Blue_Brick_Wall,item,item_misc,,1,common,misc
Rock_Runic_Cobble_Wall,item,item_misc,,1,common,misc
Rock_Runic_Dark_Brick_Wall,item,item_misc,,1,common,misc
Rock_Runic_Teal_Brick_Wall,item,item_misc,,1,common,misc
Rock_Salt,item,item_misc,,1,common,misc
Rock_Sandstone,item,item_misc,,1,common,misc
Rock_Sandstone_Brick_Roof,item,item_misc,,1,common,misc
Rock_Sandstone_Brick_Roof_Shallow,item,item_misc,,1,common,misc
Rock_Sandstone_Brick_Roof_Steep,item,item_misc,,1,common,misc
Rock_Sandstone_Brick_Stairs,item,item_misc,,1,common,misc
Rock_Sandstone_Brick_Wall,item,item_misc,,1,common,misc
Rock_Sandstone_Cobble,item,item_misc,,1,common,misc
Rock_Sandstone_Cobble_Beam,item,item_misc,,1,common,misc
Rock_Sandstone_Cobble_Half,item,item_misc,,1,common,misc
Rock_Sandstone_Cobble_Roof,item,item_misc,,1,common,misc
Rock_Sandstone_Cobble_Roof_Flat,item,item_misc,,1,common,misc
Rock_Sandstone_Cobble_Roof_Hollow,item,item_misc,,1,common,misc
Rock_Sandstone_Cobble_Roof_Shallow,item,item_misc,,1,common,misc
Rock_Sandstone_Cobble_Roof_Steep,item,item_misc,,1,common,misc
Rock_Sandstone_Cobble_Stairs,item,item_misc,,1,common,misc
Rock_Sandstone_Cobble_Wall,item,item_misc,,1,common,misc
Rock_Sandstone_Red,item,item_misc,,1,common,misc
Rock_Sandstone_Red_Brick_Roof,item,item_misc,,1,common,misc
Rock_Sandstone_Red_Brick_Roof_Shallow,item,item_misc,,1,common,misc
Rock_Sandstone_Red_Brick_Roof_Steep,item,item_misc,,1,common,misc
Rock_Sandstone_Red_Brick_Stairs,item,item_misc,,1,common,misc
Rock_Sandstone_Red_Brick_Wall,item,item_misc,,1,common,misc
Rock_Sandstone_Red_Cobble,item,item_misc,,1,common,misc
Rock_Sandstone_Red_Cobble_Beam,item,item_misc,,1,common,misc
Rock_Sandstone_Red_Cobble_Half,item,item_misc,,1,common,misc
Rock_Sandstone_Red_Cobble_Roof,item,item_misc,,1,common,misc
Rock_Sandstone_Red_Cobble_Roof_Flat,item,item_misc,,1,common,misc
Rock_Sandstone_Red_Cobble_Roof_Hollow,item,item_misc,,1,common,misc
Rock_Sandstone_Red_Cobble_Roof_Shallow,item,item_misc,,1,common,misc
Rock_Sandstone_Red_Cobble_Roof_Steep,item,item_misc,,1,common,misc
Rock_Sandstone_Red_Cobble_Stairs,item,item_misc,,1,common,misc
Rock_Sandstone_Red_Cobble_Wall,item,item_misc,,1,common,misc
Rock_Sandstone_White_Brick_Roof,item,item_misc,,1,common,misc
Rock_Sandstone_White_Brick_Roof_Shallow,item,item_misc,,1,common,misc
Rock_Sandstone_White_Brick_Roof_Steep,item,item_misc,,1,common,misc
Rock_Sandstone_White_Brick_Stairs,item,item_misc,,1,common,misc
Rock_Sandstone_White_Brick_Wall,item,item_misc,,1,common,misc
Rock_Sandstone_White_Cobble,item,item_misc,,1,common,misc
Rock_Sandstone_White_Cobble_Beam,item,item_misc,,1,common,misc
Rock_Sandstone_White_Cobble_Half,item,item_misc,,1,common,misc
Rock_Sandstone_White_Cobble_Roof,item,item_misc,,1,common,misc
Rock_Sandstone_White_Cobble_Roof_Flat,item,item_misc,,1,common,misc
Rock_Sandstone_White_Cobble_Roof_Hollow,item,item_misc,,1,common,misc
Rock_Sandstone_White_Cobble_Roof_Shallow,item,item_misc,,1,common,misc
Rock_Sandstone_White_Cobble_Roof_Steep,item,item_misc,,1,common,misc
Rock_Sandstone_White_Cobble_Stairs,item,item_misc,,1,common,misc
Rock_Sandstone_White_Cobble_Wall,item,item_misc,,1,common,misc
Rock_Shale,item,item_misc,,1,common,misc
Rock_Shale_Brick_Roof,item,item_misc,,1,common,misc
Rock_Shale_Brick_Roof_Shallow,item,item_misc,,1,common,misc
Rock_Shale_Brick_Roof_Steep,item,item_misc,,1,common,misc
Rock_Shale_Brick_Stairs,item,item_misc,,1,common,misc
Rock_Shale_Brick_Wall,item,item_misc,,1,common,misc
Rock_Shale_Cobble,item,item_misc,,1,common,misc
Rock_Shale_Cobble_Beam,item,item_misc,,1,common,misc
Rock_Shale_Cobble_Corner,item,item_misc,,1,common,misc
Rock_Shale_Cobble_Half,item,item_misc,,1,common,misc
Rock_Shale_Cobble_Roof,item,item_misc,,1,common,misc
Rock_Shale_Cobble_Roof_Flat,item,item_misc,,1,common,misc
Rock_Shale_Cobble_Roof_Hollow,item,item_misc,,1,common,misc
Rock_Shale_Cobble_Roof_Shallow,item,item_misc,,1,common,misc
Rock_Shale_Cobble_Roof_Steep,item,item_misc,,1,common,misc
Rock_Shale_Cobble_Stairs,item,item_misc,,1,common,misc
Rock_Shale_Cobble_Wall,item,item_misc,,1,common,misc
Rock_Slate,item,item_misc,,1,common,misc
Rock_Slate_Cobble,item,item_misc,,1,common,misc
Rock_Slate_Cobble_Beam,item,item_misc,,1,common,misc
Rock_Slate_Cobble_Corner,item,item_misc,,1,common,misc
Rock_Slate_Cobble_Half,item,item_misc,,1,common,misc
Rock_Slate_Cobble_Roof,item,item_misc,,1,common,misc
Rock_Slate_Cobble_Roof_Flat,item,item_misc,,1,common,misc
Rock_Slate_Cobble_Roof_Hollow,item,item_misc,,1,common,misc
Rock_Slate_Cobble_Roof_Shallow,item,item_misc,,1,common,misc
Rock_Slate_Cobble_Roof_Steep,item,item_misc,,1,common,misc
Rock_Slate_Cobble_Stairs,item,item_misc,,1,common,misc
Rock_Slate_Cobble_Wall,item,item_misc,,1,common,misc
Rock_Stone_Brick_Roof,item,item_misc,,1,common,misc
Rock_Stone_Brick_Roof_Shallow,item,item_misc,,1,common,misc
Rock_Stone_Brick_Roof_Steep,item,item_misc,,1,common,misc
Rock_Stone_Brick_Wall,item,item_misc,,1,common,misc
Rock_Stone_Cobble,item,item_misc,,1,common,misc
Rock_Stone_Cobble_Beam,item,item_misc,,1,common,misc
Rock_Stone_Cobble_Corner,item,item_misc,,1,common,misc
Rock_Stone_Cobble_Half,item,item_misc,,1,common,misc
Rock_Stone_Cobble_Mossy,item,item_misc,,1,common,misc
Rock_Stone_Cobble_Roof,item,item_misc,,1,common,misc
Rock_Stone_Cobble_Roof_Flat,item,item_misc,,1,common,misc
Rock_Stone_Cobble_Roof_Hollow,item,item_misc,,1,common,misc
Rock_Stone_Cobble_Roof_Shallow,item,item_misc,,1,common,misc
Rock_Stone_Cobble_Roof_Steep,item,item_misc,,1,common,misc
Rock_Stone_Cobble_Stairs,item,item_misc,,1,common,misc
Rock_Stone_Cobble_Wall,item,item_misc,,1,common,misc
Rock_Volcanic_Brick_Roof,item,item_misc,,1,common,misc
Rock_Volcanic_Brick_Roof_Shallow,item,item_misc,,1,common,misc
Rock_Volcanic_Brick_Roof_Steep,item,item_misc,,1,common,misc
Rock_Volcanic_Brick_Stairs,item,item_misc,,1,common,misc
Rock_Volcanic_Brick_Wall,item,item_misc,,1,common,misc
Rock_Volcanic_Cobble,item,item_misc,,1,common,misc
Rock_Volcanic_Cobble_Beam,item,item_misc,,1,common,misc
Rock_Volcanic_Cobble_Half,item,item_misc,,1,common,misc
Rock_Volcanic_Cobble_Roof,item,item_misc,,1,common,misc
Rock_Volcanic_Cobble_Roof_Flat,item,item_misc,,1,common,misc
Rock_Volcanic_Cobble_Roof_Hollow,item,item_misc,,1,common,misc
Rock_Volcanic_Cobble_Roof_Shallow,item,item_misc,,1,common,misc
Rock_Volcanic_Cobble_Roof_Steep,item,item_misc,,1,common,misc
Rock_Volcanic_Cobble_Stairs,item,item_misc,,1,common,misc
Rock_Volcanic_Cobble_Wall,item,item_misc,,1,common,misc
Rubble,item,item_misc,,1,common,misc
Rubble_Aqua,item,item_misc,,1,common,misc
Rubble_Basalt,item,item_misc,,1,common,misc
Rubble_Calcite,item,item_misc,,1,common,misc
Rubble_Ice,item,item_misc,,1,common,misc
Rubble_Marble,item,item_misc,,1,common,misc
Rubble_Quartzite,item,item_misc,,1,common,misc
Rubble_Sandstone,item,item_misc,,1,common,misc
Rubble_Sandstone_Red,item,item_misc,,1,common,misc
Rubble_Sandstone_White,item,item_misc,,1,common,misc
Rubble_Shale,item,item_misc,,1,common,misc
Rubble_Slate,item,item_misc,,1,common,misc
Rubble_Stone,item,item_misc,,1,common,misc
Rubble_Stone_Mossy,item,item_misc,,1,common,misc
Rubble_Volcanic,item,item_misc,,1,common,misc
Soil_Clay,item,item_misc,,1,common,misc
Soil_Clay_Brick_Wall,item,item_misc,,1,common,misc
Soil_Clay_Ocean,item,item_misc,,1,common,misc
Soil_Clay_Ocean_Brick_Roof,item,item_misc,,1,common,misc
Soil_Clay_Ocean_Brick_Roof_Shallow,item,item_misc,,1,common,misc
Soil_Clay_Ocean_Brick_Roof_Steep,item,item_misc,,1,common,misc
Soil_Clay_Ocean_Brick_Wall,item,item_misc,,1,common,misc
Soil_Clay_Smooth_Blue,item,item_misc,,1,common,misc
Soil_Clay_Smooth_Cyan,item,item_misc,,1,common,misc
Soil_Clay_Smooth_Green,item,item_misc,,1,common,misc
Soil_Clay_Smooth_Grey,item,item_misc,,1,common,misc
Soil_Clay_Smooth_Lime,item,item_misc,,1,common,misc
Soil_Clay_Smooth_Red,item,item_misc,,1,common,misc
Soil_Clay_Smooth_White,item,item_misc,,1,common,misc
Soil_Clay_Smooth_Yellow,item,item_misc,,1,common,misc
Soil_Dirt,item,item_misc,,1,common,misc
Soil_Dirt_Burnt,item,item_misc,,1,common,misc
Soil_Dirt_Cold,item,item_misc,,1,common,misc
Soil_Dirt_Dry,item,item_misc,,1,common,misc
Soil_Mud_Dry,item,item_misc,,1,common,misc
Soil_Pathway,item,item_misc,,1,common,misc
Soil_Pebbles_Frozen,item,item_misc,,1,common,misc
Soil_Sand_White,item,item_misc,,1,common,misc
Soil_Snow,item,item_misc,,1,common,misc
Soil_Snow_Brick_Wall,item,item_misc,,1,common,misc
Tool_Fishing_Trap,item,item_misc,,1,common,misc
Tool_Hammer_Crude,item,item_misc,,1,common,misc
Tool_Hammer_Iron,item,item_misc,iron,1,common,misc
Tool_Hatchet_Adamantite,item,item_misc,adamantite,1,common,misc
Tool_Hatchet_Cobalt,item,item_misc,cobalt,1,common,misc
Tool_Hatchet_Copper,item,item_misc,copper,1,common,misc
Tool_Hatchet_Crude,item,item_misc,,1,common,misc
Tool_Hatchet_Iron,item,item_misc,iron,1,common,misc
Tool_Hatchet_Mithril,item,item_misc,mithril,1,common,misc
Tool_Hatchet_Thorium,item,item_misc,thorium,1,common,misc
Tool_Hoe_Copper,item,item_misc,copper,1,common,misc
Tool_Hoe_Crude,item,item_misc,,1,common,misc
Tool_Hoe_Iron,item,item_misc,iron,1,common,misc
Tool_Hoe_Thorium,item,item_misc,thorium,1,common,misc
Tool_Pickaxe_Adamantite,item,item_misc,adamantite,1,common,misc
Tool_Pickaxe_Cobalt,item,item_misc,cobalt,1,common,misc
Tool_Pickaxe_Copper,item,item_misc,copper,1,common,misc
Tool_Pickaxe_Crude,item,item_misc,,1,common,misc
Tool_Pickaxe_Iron,item,item_misc,iron,1,common,misc
Tool_Pickaxe_Mithril,item,item_misc,mithril,1,common,misc
Tool_Pickaxe_Thorium,item,item_misc,thorium,1,common,misc
Tool_Repair_Kit_Crude,item,item_misc,,1,common,misc
Tool_Repair_Kit_Iron,item,item_misc,iron,1,common,misc
Tool_Shovel_Crude,item,item_misc,,1,common,misc
Tool_Shovel_Iron,item,item_misc,iron,1,common,misc
Tool_Sickle_Crude,item,item_misc,,1,common,misc
Weapon_Arrow_Crude,item,weapon_item,,,,gear
Weapon_Assault_Rifle,item,weapon_item,,,,gear
Weapon_Axe_Adamantite,item,weapon_item,adamantite,,,gear
Weapon_Axe_Bone,item,weapon_item,,,,gear
Weapon_Axe_Cobalt,item,weapon_item,cobalt,,,gear
Weapon_Axe_Copper,item,weapon_item,copper,,,gear
Weapon_Axe_Crude,item,weapon_item,,,,gear
Weapon_Axe_Iron,item,weapon_item,iron,,,gear
Weapon_Axe_Iron_Rusty,item,weapon_item,iron,,,gear
Weapon_Axe_Stone_Trork,item,weapon_item,,,,gear
Weapon_Axe_Thorium,item,weapon_item,thorium,,,gear
Weapon_Axe_Tribal,item,weapon_item,,,,gear
Weapon_Battleaxe_Adamantite,item,weapon_item,adamantite,,,gear
Weapon_Battleaxe_Cobalt,item,weapon_item,cobalt,,,gear
Weapon_Battleaxe_Copper,item,weapon_item,copper,,,gear
Weapon_Battleaxe_Crude,item,weapon_item,,,,gear
Weapon_Battleaxe_Doomed,item,weapon_item,,,,gear
Weapon_Battleaxe_Iron,item,weapon_item,iron,,,gear
Weapon_Battleaxe_Mithril,item,weapon_item,mithril,,,gear
Weapon_Battleaxe_Onyxium,item,weapon_item,onyxium,,,gear
Weapon_Battleaxe_Steel_Rusty,item,weapon_item,steel,,,gear
Weapon_Battleaxe_Stone_Trork,item,weapon_item,,,,gear
Weapon_Battleaxe_Thorium,item,weapon_item,thorium,,,gear
Weapon_Battleaxe_Tribal,item,weapon_item,,,,gear
Weapon_Blowgun_Tribal,item,weapon_item,,,,gear
Weapon_Bomb,item,weapon_item,,,,gear
Weapon_Bomb_Fire,item,weapon_item,,,,gear
Weapon_Bomb_Popberry,item,weapon_item,,,,gear
Weapon_Club_Adamantite,item,weapon_item,adamantite,,,gear
Weapon_Club_Bone,item,weapon_item,,,,gear
Weapon_Club_Cobalt,item,weapon_item,cobalt,,,gear
Weapon_Club_Copper,item,weapon_item,copper,,,gear
Weapon_Club_Iron,item,weapon_item,iron,,,gear
Weapon_Club_Iron_Rusty,item,weapon_item,iron,,,gear
Weapon_Club_Steel_Flail_Rusty,item,weapon_item,steel,,,gear
Weapon_Club_Stone_Trork,item,weapon_item,,,,gear
Weapon_Club_Thorium,item,weapon_item,thorium,,,gear
Weapon_Club_Tribal,item,weapon_item,,,,gear
Weapon_Crossbow_Ancient_Steel,item,weapon_item,steel,,,gear
Weapon_Crossbow_Iron,item,weapon_item,iron,,,gear
Weapon_Daggers_Adamantite,item,weapon_item,adamantite,,,gear
Weapon_Daggers_Bone,item,weapon_item,,,,gear
Weapon_Daggers_Claw_Bone,item,weapon_item,,,,gear
Weapon_Daggers_Cobalt,item,weapon_item,cobalt,,,gear
Weapon_Daggers_Copper,item,weapon_item,copper,,,gear
Weapon_Daggers_Crude,item,weapon_item,,,,gear
Weapon_Daggers_Doomed,item,weapon_item,,,,gear
Weapon_Daggers_Iron,item,weapon_item,iron,,,gear
Weapon_Daggers_Mithril,item,weapon_item,mithril,,,gear
Weapon_Daggers_Onyxium,item,weapon_item,onyxium,,,gear
Weapon_Daggers_Stone_Trork,item,weapon_item,,,,gear
Weapon_Daggers_Thorium,item,weapon_item,thorium,,,gear
Weapon_Deployable_Healing_Totem,item,weapon_item,,,,gear
Weapon_Deployable_Slowness_Totem,item,weapon_item,,,,gear
Weapon_Longsword_Adamantite,item,weapon_item,adamantite,,,gear
Weapon_Longsword_Bone,item,weapon_item,,,,gear
Weapon_Longsword_Cobalt,item,weapon_item,cobalt,,,gear
Weapon_Longsword_Copper,item,weapon_item,copper,,,gear
Weapon_Longsword_Crude,item,weapon_item,,,,gear
Weapon_Longsword_Doomed,item,weapon_item,,,,gear
Weapon_Longsword_Iron,item,weapon_item,iron,,,gear
Weapon_Longsword_Mithril,item,weapon_item,mithril,,,gear
Weapon_Longsword_Onyxium,item,weapon_item,onyxium,,,gear
Weapon_Longsword_Scarab,item,weapon_item,,,,gear
Weapon_Longsword_Stone_Trork,item,weapon_item,,,,gear
Weapon_Longsword_Thorium,item,weapon_item,thorium,,,gear
Weapon_Mace_Adamantite,item,weapon_item,adamantite,,,gear
Weapon_Mace_Bone,item,weapon_item,,,,gear
Weapon_Mace_Cobalt,item,weapon_item,cobalt,,,gear
Weapon_Mace_Copper,item,weapon_item,copper,,,gear
Weapon_Mace_Crude,item,weapon_item,,,,gear
Weapon_Mace_Iron,item,weapon_item,iron,,,gear
Weapon_Mace_Mithril,item,weapon_item,mithril,,,gear
Weapon_Mace_Onyxium,item,weapon_item,onyxium,,,gear
Weapon_Mace_Scrap,item,weapon_item,,,,gear
Weapon_Mace_Stone_Trork,item,weapon_item,,,,gear
Weapon_Mace_Thorium,item,weapon_item,thorium,,,gear
Weapon_Shield_Adamantite,item,weapon_item,adamantite,,,gear
Weapon_Shield_Cobalt,item,weapon_item,cobalt,,,gear
Weapon_Shield_Copper,item,weapon_item,copper,,,gear
Weapon_Shield_Doomed,item,weapon_item,,,,gear
Weapon_Shield_Iron,item,weapon_item,iron,,,gear
Weapon_Shield_Mithril,item,weapon_item,mithril,,,gear
Weapon_Shield_Rusty,item,weapon_item,,,,gear
Weapon_Shield_Scrap,item,weapon_item,,,,gear
Weapon_Shield_Thorium,item,weapon_item,thorium,,,gear
Weapon_Shield_Wood,item,weapon_item,,,,gear
Weapon_Shortbow_Adamantite,item,weapon_item,adamantite,,,gear
Weapon_Shortbow_Bone,item,weapon_item,,,,gear
Weapon_Shortbow_Cobalt,item,weapon_item,cobalt,,,gear
Weapon_Shortbow_Copper,item,weapon_item,copper,,,gear
Weapon_Shortbow_Crude,item,weapon_item,,,,gear
Weapon_Shortbow_Doomed,item,weapon_item,,,,gear
Weapon_Shortbow_Iron,item,weapon_item,iron,,,gear
Weapon_Shortbow_Iron_Rusty,item,weapon_item,iron,,,gear
Weapon_Shortbow_Mithril,item,weapon_item,mithril,,,gear
Weapon_Shortbow_Onyxium,item,weapon_item,onyxium,,,gear
Weapon_Shortbow_Stone_Trork,item,weapon_item,,,,gear
Weapon_Shortbow_Thorium,item,weapon_item,thorium,,,gear
Weapon_Spear_Adamantite,item,weapon_item,adamantite,,,gear
Weapon_Spear_Bone,item,weapon_item,,,,gear
Weapon_Spear_Cobalt,item,weapon_item,cobalt,,,gear
Weapon_Spear_Crude,item,weapon_item,,,,gear
Weapon_Spear_Fishbone,item,weapon_item,,,,gear
Weapon_Spear_Leaf,item,weapon_item,,,,gear
Weapon_Spear_Mithril,item,weapon_item,mithril,,,gear
Weapon_Spear_Onyxium,item,weapon_item,onyxium,,,gear
Weapon_Spear_Stone_Trork,item,weapon_item,,,,gear
Weapon_Spear_Thorium,item,weapon_item,thorium,,,gear
Weapon_Spellbook_Rekindle_Embers,item,weapon_item,,,,gear
Weapon_Staff_Bone,item,weapon_item,,,,gear
Weapon_Sword_Adamantite,item,weapon_item,adamantite,,,gear
Weapon_Sword_Bone,item,weapon_item,,,,gear
Weapon_Sword_Cobalt,item,weapon_item,cobalt,,,gear
Weapon_Sword_Copper,item,weapon_item,copper,,,gear
Weapon_Sword_Crude,item,weapon_item,,,,gear
Weapon_Sword_Doomed,item,weapon_item,,,,gear
Weapon_Sword_Iron,item,weapon_item,iron,,,gear
Weapon_Sword_Mithril,item,weapon_item,mithril,,,gear
Weapon_Sword_Onyxium,item,weapon_item,onyxium,,,gear
Weapon_Sword_Scrap,item,weapon_item,,,,gear
Weapon_Sword_Steel_Rusty,item,weapon_item,steel,,,gear
Weapon_Sword_Stone_Trork,item,weapon_item,,,,gear
Weapon_Sword_Thorium,item,weapon_item,thorium,,,gear
Wood_Amber_Trunk,item,item_misc,,1,common,misc
Wood_Ash_Trunk,item,item_misc,,1,common,misc
Wood_Aspen_Trunk,item,item_misc,,1,common,misc
Wood_Azure_Trunk,item,item_misc,,1,common,misc
Wood_Bamboo_Trunk,item,item_misc,,1,common,misc
Wood_Banyan_Trunk,item,item_misc,,1,common,misc
Wood_Beech_Trunk,item,item_misc,,1,common,misc
Wood_Birch_Trunk,item,item_misc,,1,common,misc
Wood_Blackwood_Fence,item,item_misc,,1,common,misc
Wood_Blackwood_Planks,item,item_misc,,1,common,misc
Wood_Blackwood_Roof,item,item_misc,,1,common,misc
